University,Abbreviation,Department,Course title,Unit,Professor,Objective,Prerequisite,Required Skills,Outcome,References,Scores,Description,Projects,University Homepage,Course Homepage,Professor Homepage
University of Groningen,RUG,Science and Engineering,Advanced Logic,,prof. dr. L.C. Verbrugge,,"Mandatory: Introduction to Logic (WBAI012-05 or WBAI013-05)If the mandatory requirements are not met, only the Board of Examiners of the AI BSc may grant an exemption. Exchange students are assumed to have gone through this through their Learning Agreement; pre-master's students through the Board of Admissions - other external students are judged case-by-case.",,Leren kennen van logische technieken met AI-toepassingen.,,,"Behandeld worden: bewijzen met inductie, meerwaardige logica, modale logica, tijdslogica, niet monotone redeneervormen.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/fwn/vak/show?code=WBAI017-05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=1152
University of Groningen,RUG,Letteren,Advanced Management in Humanitarian Action,,T. Cetinoglu  PhD.,,Admission to the Master's degree programme in Humanitarian Action,,"After successfully finishing this course the student- has demonstrated the ability to formulate adequate and ethically sound recommendations for humanitarian action grounded in the humanitarian principles and values, translating these in innovative, practical terms to policies, strategies and programme management.- has a thorough understanding of personal security risks in humanitarian fieldwork and possible techniques and strategies to reduce the impact of external stressors.- is able to act firmly and appropriately in insecure situations according to the security rules, taking into account advice from security sources and other stakeholders.- has a critical understanding of opportunities and threats of current trends in the humanitarian sector.- has demonstrated a range of coaching and management skills to carefully assess the relevant factors for decision making in terms of operative context, possible effects and risks and the best way for successful implementation of strategic decisions.- involves partners and team members in different levels of decision-making and acts responsible and accountable concerning own decisions. - actively contributes to team building, a balanced distribution of work, and fostering a good atmosphere and cohesion in group projects in an effort to achieve the common goal.",,,"The objective of this course is to provide in-depth understanding of humanitarian management and expand on its moral and operational aspirations, complexities and realities. This will be approached through a series of 5 workshops on the following interlinked topics:  A. Security Management  B. Information management hard and soft C. Legal liability and duty of care D. Contractors and partners E. HR in emergencies  These topical lances will enable students to explore management across the different humanitarian levels from the wider eco system, through the organizations, the teams, the individuals , the people in need and, the different other stakeholder groups.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/let/vak/show?code=LVX016M05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=17439
University of Groningen,RUG,Science and Engineering,Advanced Mechanics,,dr. E. Dimastrogiovanni,,"The course unit assumes prior knowledge acquired from Mechanics-I, Complex analysis, Computational physics in the Bachelor programme (check if the names are still up-to-date).The course unit is compulsory for BSc Sterrenkunde  (Minor Astronomy) and an elective in the BSc Natuurkunde en Wiskunde (dubbele bachelor), BSc Natuurkunde, richting Nano-, Experimentele en Theoretische Fysica  (verdiepende minor Natuurkunde ""Science for Scientists""), and BSc Natuurkunde, richting Nano-, Experimentele and Theoretische Fysica  (Interessegebied Theoretische Natuurkunde).",,"At the end of the course, the student is able to:1.solve a general problem with a damped and driven oscillator using the Greens-function technique as well as by using a Fourier expansion.2.make a numerical simulation of non trivial physical systems and to give a physics interpretation of the results.3.solve variational problems using the Euler equation with constraints (Lagrange multipliers).4.apply the Euler-Lagrange and Hamilton formalisms to obtain and solve the equations of motion for mechanical systems.5.setup and solve the equations of motion in non-inertial systems.6.solve central force problems and work with the concept of effective potential. He/she can apply the Kepler equations for the orbits.7.calculate the inertial tensor for a rigid body and use this to calculate the angular momentum and torque for this system.8.evaluate the stability of solutions by making a small amplitude expansion for perturbations.9.Be able to write a Lagrangian for a relativistic system in four-vector notation and to be able to derive the equations of motion.",,,"In this course a more abstract formulation of mechanics is developed. In addition the use of numerical methods for solving physics problems is emphasized.The subjects addressed include:- Damped and driven oscillators; non-linear effects such as higher harmonics, hysteresis and chaos; Fourier transforms and Green’s functions ;- Variational calculus; Lagrange multipliers; Hamilton and Lagrange formalism, conservation laws and symmetries, Lagrange density for continuous systems- Central potentials, Kepler problem, - Rotating rigid body, non-inertial systems, inertial tensors, Euler angles,- Relativistic systems, Invariants and fourvector notation, Lagrangian for a particle in an electromagnetic field.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/fwn/vak/show?code=WBPH017-05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=22715
University of Groningen,RUG,Science and Engineering,Advanced membrane biology,,"prof. dr. B. Poolman
             prof. dr. D.J. Slotboom",,"Students from the degree programme Biomolecular Sciences have priority, to register please send an email to:  academicadvisor.mscbio@rug.nlThe students are expected to have knowledge of the structure and functions of lipids and proteins, protein synthesis and biogenesis, bioenergetics, enzyme kinetics and others, e.g. as described in Berg, Tymoczko & Stryer, ‘Biochemistry’ 2001, 5th edition and Alberts, ‘The Cell’ 2002, 4th edition.",,"At the end of the course, the student is able to:1) present the current understanding of membrane protein biogenesis, incl. timing of synthesis and folding, and traffic of proteins in the cell2) predict the topology of membrane proteins from primary sequences3) design strategies for functional expression and quality control of membrane proteins4) design protocols for the functional reconstitution of membrane proteins (liposome formation, large- and giantunilamellar vesicles)5) describe the properties of biological membranes in terms of lipid domain formation, lipid and protein dynamics, and membrane permeability6) describe and explain the membrane permeation mechanisms of antimicrobial peptides, ion channels and the nuclear pore complex (pore forming channels of different complexity7) explain electrophysiology methods (patch clamp and black lipid membranes) to probe single channel events and to interpret the data from electrical measurements8) explain optical microscopy methods (fluorescence correlation spectroscopy, confocal imaging, FRAP) to probe the properties of biological membranes9) have practical skills in liposome formation, membrane reconstitution, and fluorescence-based methods and electrophysiology to probe the activity of membrane-active compounds or ion channels.",,,"Topics1. General introduction to optical microscopy and fluorescence spectroscopy, and diffusion in the cell: literature Vangindertael et al 2018; Mika and Poolman 2011.2. Structural features of membrane proteins: literature Hedin et al, 2011.3. Evolution of membrane proteins: literature chapters 7.1, 7.3, 7.4, 7.5 from Biochemistry (pp 277-297).4. Membrane protein biogenesis (protein translocation and thermodynamics of insertion of transmembrane segments into lipid bilayers): literature Schavemaker et al, 2018; Hessa et al, 2005.5. Expression and quality control of (membrane) proteins: literature Wagner et al, 2006. 6. Membrane solubilization and reconstitution (properties of detergents, lipids): literature Rigaud et al 1995.7. Electrophysiology and probing of channel activity: literature Chapter I from Bioelectricity (pp1-16).8. Nucleocytoplasmic transport: literature Rout et al, 2004.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/fwn/vak/show?code=WMBS007-05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=2741
University of Groningen,RUG,Science and Engineering,Advanced Metabolism & Nutrition,,"prof. dr. B.M. Bakker
               Guest Lecturer(s)
             dr. ir. M.H. Oosterveer
             prof. dr. T. Plosch
             prof. dr. G. van Dijk",,The course unit assumes prior knowledge acquired from Food and Metabolism (WBBY041-05) Bio-organic Chemistry (WBBY050-05) or integrative neuroscience(WBBY006-05).,,"At the end of the course, the student is able to:1) debate the relationship between nutrition, metabolism and chronic diseases2) illustrate the different regulatory mechanisms involved in energy metabolism3) summarize research strategies that are applied to obtain a better understanding of the  relationship between nutrition, metabolism and disease4) formulate research questions and design research to study nutrition and metabolism5) present the outcome of scientific research in written reports",,,"The importance of nutrition for the development of mostly chronic diseases such as type 2 diabetes, cardiovascular diseases andobesity is well recognized nowadays. The knowledge on how nutrition may benefit health and healthy aging is increasing steadily.Many regulatory mechanisms exist in the body that determine the storage and catabolism of food components used for energysupply. In addition, food contains micronutrients and bioactive compounds that provide protective effects against damagingproducts of metabolism. The student will gain the latest insights on how nutrition regulates metabolism and how unbalancednutrition may lead to disease. Furthermore, the student will learn about sophisticated research technologies applied in the field. Thestudent will perform nutrition studies in humans and animals and will present the outcome of the scientific research in writtenreports.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/fwn/vak/show?code=WMBM004-05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=3236
University of Groningen,RUG,Letteren,Advanced Methodology International Relations,,prof. dr. H.W. Hoen,,To be admitted to the Research Master Modern History and International Relations,,"This course unit focuses on the development of the following competences: 1.	The ability to marshal advanced knowledge and understanding of key methodological approaches in the study of IR.2.	Acquiring advanced knowledge and understanding of, as well as develop the ability to take an independent position in some the major methodological debates in the field of IR.3.	The ability to analyse and present, orally and in written form, various methodological aspects of an academic problem.Learning outcomes of the course unit This course aims to contribute to the achievement of the following learning outcomes, as stated in the Teaching and Exam Regulations 2017-2018 (TER), article 3.2. Thus, it focuses on learning outcomes according to matrix 1.2, 2.3, 2.4, 3.9, 3.13, 4.17, and 5.19, as stated in the TER, Appendix 1:1.	Having demonstrated advanced knowledge and understanding of the theoretical and methodological approaches within the disciplines and sub-disciplines.2.	Having demonstrated the comprehensive ability to formulate an academic problem definition.3.	Having demonstrated the comprehensive ability to apply combinations of theoretical and methodological approaches within the disciplines and sub-disciplines.4.	Having demonstrated the ability to interpret developments in the discipline, and extend and deepen one’s own knowledge and understanding.5.	Having demonstrated the ability to justify the selection of source material and literature.6.	Having demonstrated the ability to participate effectively in the academic debate in one’s own specialist field within and outside the framework of a research group.7.	Having demonstrated the ability to methodologically reflect upon one’s own actions and academic attitude.",,,"This research master seminar aims at improving MHIR students’ methodological fluency as well as ability to develop their own research design. Research design simply refers to a formalized logic of inquiry, a methodology of research. This seminar will concentrate on developing and understanding specific methodologies, that is to say to possible paths (path odos to meta) a research might undertake in order to develop and answer its own research question, or more largely its own questioning (fr. problématique). After a short introduction, students will be asked to self-design, organize and lead their own seminar session based on their own methodological choice. These methodological choices have to be set in larger approaches within the field of international relations, e.g. from classical realism to neo-institutional liberalism, from constructivism to feminism, or from postcolonialism to neo-Marxism.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/let/vak/show?code=LGR007M05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=112
University of Groningen,RUG,Letteren,Advanced Methodology Modern History,,"dr. R.F.J. Paping
             dr. R.G.P. Peters",,Toelating tot de researchmaster Modern History and International Relations,,"*The ability to read, evaluate and discuss scientific and in particular historical literature.*The ability to present and discuss a critical perspective on research embodied in historical studies in public.*The ability to write a scientific essay about a topic related to historical methodology and research design.*The ability to develop an adequate and scientifically correct research strategy, including selecting evidence, to solve a historical problem or find answers to historical question*The ability to take a argued stand in debates concerning historical scientific research methods.",,,"This course provides an in depth approach to theoretical and practical questions involved in complex historical research methodologies. Regarding methodology as a set of postulates, procedures and  rules by which historians frame questions, select sources and interpret them in order to formulate scientifically convincing answers, this course will focus on the interconnectedness of questions and presuppositions, interpretation strategies and  on the systematicity of formulating answers. Starting with a thorough introduction in the theory of methodology, this course will explore complex qualitative and quantitative methods in current historical research. In addition, training in employing the possibilities and understanding common pitfalls and logical fallacies will be provided by analyzing of complex research procedures employed in  current historiography. In this context, students will be challenged to develop alternative research procedures.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/let/vak/show?code=LGR011M05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=204
University of Groningen,RUG,Science and Engineering,Advanced Object Oriented Programming,,"prof. dr. A. Lazovik
             dr. R. Smedinga",,The course unit assumes prior knowledge acquired from Object Oriented Programming.,,"At the end of the course, the student is able to:1) classify and use complex OOP design patterns (*knowledge*), understand and use the design decisions behind common Java libraries and API (*comprehension*), describe how JVM and garbage collection works (*knowledge*)2) apply in practice the learned techniques, such as thread-based concurrent programming, logging, reflection, use of open-source development tools and build tools (Maven), version control (git), unit testing (JUnit) (*application*)3) develop distributed applications communicating via network using OOP principles (*synthesis*)4) work in a team effectively (*coorperation*)",,,"Programming according to the OO principle is more than just the simple application of class hierarchies and inheritance. The OO principle assumes good reuse of previously constructed classes, a clear and legible code, and it includes several commonly used methods and approaches. The module will deal with a number of those specific OO principles and students will put them intopractice. Emphasis will thus not be on the formal aspects, but more on the practical aspects with the aim of acquiring an engineering attitude towards the OO principles. In addition, students will be introduced to the design of larger applications. In this context, issues such as dividing responsibilities over classes, reuse, feasibility, etc. play a more important role than all kinds of formal aspects. In the module, use will be made of common developing environments (e.g.,an IDE like Eclipse and a version control and submission system like github), focusing on developing software, with elementary use of design tools and diagrams like the ones from UML, as well as the use of GUI builders. Students are expected to have basic knowledge of OO programming. This means they are expected to have followed the OOP module. (If the SD module is maintained as a support module, other modules providing an introduction to this subject may also be considered sufficient preparation.) The module comprises lectures as well as practicals. Each week, one or two 2-hour lectures will explain the theory, and in a 2-hour practical, students will put the theory of that particular week into practice. This means 4 to 6 scheduled contact hours per week over a period of 6 weeks. Each assignment will be followed by a so called demo-moment, in which students will demonstrate the created application and need to answer questions about the code and construction. In the remaining time, students will independently prepare the tutorials and practicals as well as the final assignment.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/fwn/vak/show?code=WBCS001-05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=2626
University of Groningen,RUG,Science and Engineering,Advanced Parallel Programming,,"prof. dr. ir. G. Gaydadjiev
              A. Shahbahrami  PhD.",,"C, Java, Computer Architecture (WBCS14002)",,"After completing this course, you will become proficient in:o programming GPU and Reconfigurable Accelerators to achieve magnitude faster application level performance;o reasoning about and understanding the spatial complexity of algorithms, arithmetic optimisations and costs of data movement;o designing precise performance models driven by the targeted algorithm, dataset as projected on the system architecture;o implementing and debugging high-performance application specific parallel implementations;o devising transformations in order to reach the maximal application performance on a given system instance;o applying computational and bandwidth trade-offs to improve system level performance;o achieving maximal performance within constrained space and power datacentre environments.will understand:o the necessary details of the underlying computational substrates, their architectures and microarchitectures;o the concepts of data parallel and spatial execution models and how to apply those for performance scalability;o parallel memory systems and how to manage locality, reduce bandwidth consumption and facilitate parallel algorithm patterns;o the advantages and shortcomings of emerging accelerator technologies and product lines in order to make the right choices;o latency, throughput and cost dimensions of computing;o the conceptual differences between traditional processor-based computing and heterogeneous application specific acceleration.will know how to address design implications and optimizations:o at application and algorithmic levels;o to systematically resolve system-level bottlenecks;o by customizing data placement and movements;o by overlapping computation with communication;o by applying arithmetic level optimizations.",,,"The aim of this new course is to introduce you to the fundamentals of programming massively parallel heterogeneous accelerators and in particular to advanced techniques towards system design and programming of emerging computing systems, e.g., GPUs and FPGAs.The course will consist of lectures with periods of discussion as well as practical programming exercises and coursework to further understanding of the material.The course will cover advanced material and start with practical programming examples early on. Introductory material will be minimized. The lab exercises will let the students gain experience with programming massively parallel accelerators available from Nvidia (GPUs), Xilinx (Alveo), Intel (Xeon CPU+FPGA), Microsoft’s Azure and Amazon EC2 cloud instances with FPGAs, and other emerging industry platforms.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/fwn/vak/show?code=WMCS020-05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=17415
University of Groningen,RUG,,,,,,,,,,,,,https://www.rug.nl/ocasys/rug/main,,
University of Groningen,RUG,Science and Engineering,Advanced Pharmacoeconomics,,"prof. dr. T.L. Feenstra
             dr. A.D.I. van Asselt",,"Students are assumed to have a basic level of knowledge of economic evaluation at the level of the textbook by Drummond et al.e.g. obtained by attending the course Pharmacoeconomics, or the course Economic Evaluation in Healthcare.Students are also assumed to have knowledge of Microsoft Excel and to have a basic level of statistical knowledge.Students who have doubts about their background knowledge are advised to contact the course coordinator prior to the start date of the course.",,"At the end of the course, the student is able to:1) critically review model-based economic evaluations and their results.2) design and program a health economic decision model, to evaluate a certain health intervention in a specified patient population.3) use a health economic decision model for performing cost-effectiveness analysis and interpret the outcomes.4) understand what is needed for a state of the art model validation. The student is able to explain the theory andmethods of model validation and why validation is required.5) undertake state of the art uncertainty analysis.6) understand the role of value of information analysis7) assess what input parameters are needed to populate a health economic decision model, to search for relevant sources and to apply the correct statistical analyses to estimate or transform input parameters, either taken from literature, or based on aggregate or patient level data.",,,"Students will learn to design, implement, and analyse health economic decision models. An important application of these models arecost-effectiveness analyses. They will learn to judge what input data are needed to populate their model and from what sourcesthese can be obtained. Model types covered are: decision trees, macro level state transition models (Markov cohort models), andpatient-level models. The differences between these models, for example in how patient heterogeneity is handled, will be explored.Several statistical techniques needed to obtain useful input data including parametric survival analysis will be discussed. Insight intothe role of sensitivity analysis and the different options for this will be given. This includes probabilistic sensitivity analysis and valueof information analysis.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/fwn/vak/show?code=WMFA001-05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=12975
University of Groningen,RUG,Science and Engineering,Advanced Pharmacoepidemiology,,"prof. dr. E. Hak
             dr. C.C.M. Schuiling-Veninga",,Aanbevolen: Pharmacoepidemiology in Practice,,"Verdieping in de farmaco-epidemiologie. Het leren begrijpen en toepassen van epidemiologische methodieken (b.v. regressie-analyse, survival analyse, indirecte vergelijkingen, etc) en het helder presenteren en interpreteren van de resultaten (mondeling en/of schriftelijk)",,,Student werkt individueel (of eventueel in een klein groepje) aan een methodologisch vraagstuk en wordt hierbij individueel begeleid.,,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/fwn/vak/show?code=WMFA002-00,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=6308
University of Groningen,RUG,Science and Engineering,Advanced pharmacokinetics,,"P.H.C. Åberg  PhD.
              P.J. Colin
               Guest Lecturer(s)
             dr. J. Stevens
             prof. dr. D.J. Touw",,"BSc course WBFA16003 Pharmacokinetics. Specifically, the student should be able to:- describe the mechanisms of basic physiological and pharmacokinetic processes;- explain the connection between pharmacokinetic processes and parameters;- describe the drug plasma concentration as a function of time curve after various administration methods;- calculate pharmacokinetic parameters from the drug plasma concentration time curve and renal excretion data;- design dosage regimens on the basis of multiple administration of drugs.",,"At the end of the course, the student is able to:1) explain the meaning, relevance and application of pharmacokinetic terms and processes.2) analyze, interpret and evaluate pharmacokinetic information and to apply this into practical advice on doseindividualization.3) predict and evaluate the consequences of various physiological and pathological changes on the pharmacokinetics andtherapeutic effects and to give advice on dose adjustment.",,,"The principles of pharmacokinetics, sources and consequences of inter-individual variability in pharmacokinetics, pharmacokineticdrug interactions, multi-compartment kinetics, nonlinear kinetics, metabolite kinetics, pharmacokinetics of biopharmaceuticals,relationship between pharmacokinetics and pharmacodynamics, modeling and simulation, data analysis, and the principles of doseindividualization of pharmaceutical products on the basis of age, weight, renal function, population pharmacokinetics andconcentration measurements (therapeutic drug monitoring).",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/fwn/vak/show?code=WMMP005-05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=12160
University of Groningen,RUG,Science and Engineering,Advanced Polymer Processing,,"dr. ir. P.D. Druetta
              D. Parisi  PhD.",,"The course assumes prior knowledge acquired from bachelor (chemical) engineering curricula, including (but not limited to) transport phenomena, calculus, thermodynamics and fluid mechanics. The students should also have at least a basic knowledge of algebra, differential equations and numerical methods in order to solve the problems. Moreover, basic programming skills are required in order to write the computer codes which are part of the reports to be presented.",,"At the end of the course, the student is able to:1.Explain and summarize the different polymer processing techniques and evaluate their importance in the chemical industry.2.Use the different mathematical tools available to describe and model those processes.3.Select, based on the evaluation of the model, the appropriate simulation environment in order to analyze these processes.4.Compare the different viscoelastic models used in industry and discuss their applicability based on the process studied.5.Visualize the behavior of these polymeric systems and debate about their influence on the mechanical design of the facilities.6.Use the models to predict the behavior of the process based on the polymer properties and formulate strategies in order to improve their performance if different polymers are being used.",,,"The course aims at presenting the basics of polymer processing techniques, making a special focus on the numerical modelling of these processes, integrating the knowledge the students gained in their previous years in mathematics and chemistry courses. This is then applied into a series of examples and reports.In order to achieve this goal, a brief introduction and revision is made on mathematical tools needed to model the polymer flow (e.g. tensors and numerical models). Then, the review the different rheological models used by the students, followed by the introduction of viscoelastic materials, explaining their behavior, different types (linear and non-linear), and finalizing with the mathematical models used to simulate the flow of polymer solutions. Then, the different techniques used nowadays are analyzed, from the extrusion process to wire coating, calendering (including heat transfer models) and the different methods used to characterize from a rheological point of view the different polymer solutions found in industry.The last part of the course involves the study and modelling of different processes, going from a first step in which the solution is performed by manual calculation, and finalizing with the development of numerical codes and models using the software provided by the university (i.e. COMSOL and MATLAB).The students will be evaluated by the assessment of a number of reports showing these simulations, in which they have to perform a deep literature study and analysis (step by step) of the solution process, ending the summary of the phenomena analyzed and conclusions about possible applications/problems in industry. This will be complemented with a written exam.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/fwn/vak/show?code=WMCE006-05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=12413
University of Groningen,RUG,Science and Engineering,Advanced Population and  Community Ecology,,"prof. dr. ir. C. Both
             dr. L.L. Govers
              M. Nicolaus  PhD.
             prof. dr. H. Olff
             prof. dr. ir. C. Smit",,The course requires general background from a BSc Biology or similar programme.,,"At the end of the course, the student is able to:1.examine how natural populations are functioning, by defining and analysing the key demographic parameters, and to integrate them into a population model.2.record presence/absence of individual organisms in the field, and construct a population estimate from such a mark-recapture observation.3.examine how natural populations could respond to environmental variation through the mechanisms of plasticity and evolutionary change, and apply these to existing data sets by calculating phenotypic flexibility and inheritance.4.analyse food-web structures and examine how diversity of trophic interactions affects ecosystem stability.",,,"Understanding ecological processes in natural populations often requires an integrated study on how and why populations fluctuate, how they can adjust to environmental changes, and how populations of different organisms interact in food webs and thereby form complex communities. This course is meant to give such an integrative approach to studying natural communities in the wild on different levels of organization, with a strong focus on teaching students important research skills. Basically students should acquire the necessary theory and tools in the fields of population ecology, eco-evolutionary ecology, and community ecology. This course consists of lectures and practicals. Links between levels are given, and why an evolutionary approach can help to better understand ecological and conservation questions.In the theme Population Ecology topics include:-Theoretical principles-Identifying limiting factors-Estimating abundance & Density in different species groups-Demographic tools (including Mark-Recapture analysis, mostly centered around birds)In the theme Evolutionary Ecology & Conservation:-Predicting the adaptive capacity-Phenotypic plasticity: Mixed model analyses of reaction norms-Estimating inheritance and fitness consequences: Using Animal modelsIn the theme Community Ecology:-Multiple species, Trophic Interactions, assembly rules-Food webs, hybrid interaction networks -Biodiversity – ecosystem functioning -Meta-ecosystems",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/fwn/vak/show?code=WMEV008-05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=7191
University of Groningen,RUG,Science and Engineering,Advanced Powder Technologies,,prof. dr. ir. K. van der Voort Maarschalk,,,,"At the end of the course, the student is able to:1.analyze, describe and classify powders and particulate products in terms of particle and bulk properties (e.g. particle size, shape, microstructures, density, flow, surface energy, dissolution properties), evaluate how forces (e.g. gravity, electrical and Van der Waals forces, capillary forces, friction forces) govern particle, powder and product behaviors, and appreciate safety, health and enviro2., based on critical considerations, design and apply typical unit operations such as particle formation (crystallization, spray drying), size modification (grinding, granulation, compaction), mixing and separation, filtration, settling, fluidization, drying, transport and storage.3.translate and implement acquired knowledge into engineering unit operations and the design of powder products.",,,"Many (chemical) ingredients, and (intermediate) products are powders. This makes that particle technology includes a wide area of subjects varying from production of powders by crystallization or spray drying, formulation and shaping such powders into functional products such as granulates or tablets.This course discusses the fundamentals of particle interactions, determination of basic properties of powders, handling and storage and the related processes leading to desired particulate products.The student will become familiar with the characteristic mixing, transport and agglomeration properties of solid products. Analytical tools used to predict performance of particulate based products in processing operations will be discussed and the application of relationships between simple laboratory tests and large scale processing behavior will be trained.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/fwn/vak/show?code=WMME024-05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=2919
University of Groningen,RUG,Science and Engineering,Advanced Process and Energy Technologies,,prof. dr. ir. W. de Jong,,"The course unit assumes prior knowledge acquired from the Bachelor degree programme in Chemical Engineering, especially those courses related to reactor engineering, catalysis, energy conversion and storage (e.g., the courses <Introduction to process and product technology>, <Technical thermodynamics>, <Physical transport phenomena 2>, <Single-phase reactors>, <Multiphase reactors>, <Separation technology>, <Catalysis for engineers>).",,"At the end of the course, the student is able to:1.Describe, discriminate and review important equipment and methods in process intensification, energy conversion and storage.2.Explain and critically assess the characteristics and performance of typical examples of advanced process and energy technologies.3.Apply the basic principles of advanced process and energy technologies to (re-)design the process and energy systems towards developing innovative solutions.4.Work in a group and demonstrate their professional skills towards completing the process and energy system (re-)design in both writing and oral presentation formats.",,,"In this course, the following subjects about advanced process and energy technologies will be treated:- Fundamental concepts of process intensification- Compact heat exchangers- Structured catalysts and reactors- Microreactor technology- Chemical processing under high gravity field- Reactive separation- Industrial practice of process intensification- Energy storage: reactor and process systems for power-  to-X conversion- Reactor and process systems for hydrothermal conversion           of biomass to generate energy carriers- Elements of advanced power plant engineering",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/fwn/vak/show?code=WMCE012-05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=12854
University of Groningen,RUG,Science and Engineering,Advanced Processing for Complex Materials,,"prof. dr. ir. J. Post
             prof. dr. A. Vakis",,,,"Upon completion of the course, the student is able to:1.	Explain the differences in the used materials.2.	Select materials based on technical specifications for product function.3.	Select and design the appropriate constitutive behaviour of materials to design and understand the production process.4.	Design and select processes for products or product parts.5.	Optimize a process related to function, design and price",,,"In this course the student will learn about the constitutive laws for various materials, such as metals, polymers and composites and how to process them. Among the techniques that will be discussed are molding, forming, drawing, cutting, joining and 3D printing. During the course the students will visit multiple companies and factories to see the processing in real life.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/fwn/vak/show?code=WMME007-05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=18915
University of Groningen,RUG,Science and Engineering,Advanced product engineering,,"dr. R.K. Bose
             prof. dr. F. Picchioni",,The course unit assumes prior knowledge acquired from chemistry and engineering courses attended during BSc Chemical Engineering/Industrial Engineering Management PPT degree programme(s).,,"At the end of the course, the student should be able to	1.  Apply design and project management tools in designing a complex structured product, incl. use of open scientific and patent literature to perform state-of-art technological design 2. Select materials and technologies to formulate, engineer and manufacture the product such that all pre-defined product requirements can be satisfied.3. Make a product cost and market potential estimation and develop a concept business plan for the designed product",,,"The course builds on the course Product Technology and covers component and process selection as part of the development sequence to produce consumer products with pre-determined product performance and cost requirements. Design methodology and project management are integral parts of the course.The aim of the course is to gain insight in the design, development (technical and managerial) and the production of structured chemical products produced in the “specialty products” industries.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/fwn/vak/show?code=WMCE007-05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=12013
University of Groningen,RUG,University College Groningen,Advanced Programming,,M.A.A. Amin  PhD.,,Programming in Python,,1- To understand object oriented programming 2- To understand data types and data structures3- To be able to implement complicated data structures using object oriented programming 4- To understand computer algorithms and algorithms' complexity 5- To implement computer algorithms using python6- To be able to use version control technology in code development,,,"Computer programming is an essential tool in the modern technology. Although the knowledge of basic programming is crucial for students, advanced programming concepts are required to be able to design large scale programs and to compete in the job market. In this course, the students will learn about the object-oriented programming (OOP) and will use it to implement computer programs. In addition, they will learn and implement the basic data structures (lists, arrays, binary trees, trees, hash tables,….etc) and computer algorithms such as quick sorting and binary search.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/ucg/vak/show?code=UCG2SC12,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=14813
